Match ID,Year,Home Goals,Away Goals,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18
2928,2019,1,0,3219,3230,2093,1749,5591,6416,6036,4909,5330,3128,3997,1990,3661,6732,3774,6661,4715,5218,5684,5521,6636,938,4089,2687,1547,2077,3522,1728,2549,5288,4070,2208,1640,4493,4944,3034
2929,2019,1,0,2125,6103,1783,1312,1339,5423,4150,1262,2843,3363,2044,5569,486,2025,410,5840,13,1750,5459,2859,4043,2331,2830,2822,1906,3989,3555,3694,4908,3304,6585,1879,4270,6369,1222,5074
2930,2019,2,3,6110,2583,5448,1302,4969,2978,3935,1360,4626,4930,4253,4637,1229,2636,6277,768,767,5881,4408,6011,566,4841,4842,1855,3220,3493,3852,1574,1970,3210,3279,1028,1110,5450,3184,6233
2931,2019,2,1,5711,441,3434,5449,3139,723,585,2332,4705,6447,4685,4946,3432,501,270,3872,307,1515,6053,448,1908,2193,41,3132,1490,3187,3820,50,2201,4284,3198,3873,6362,6292,641,6596
2932,2019,1,1,1089,4067,4698,915,2078,3029,1687,5970,3330,4285,2979,6136,5824,4329,5943,6005,6594,6729,2791,2718,2505,1891,1279,5523,3837,4304,2098,4154,3612,6002,1897,3106,3264,5341,4532,749
2933,2019,5,0,5684,5521,4070,5288,4089,1640,4944,2077,3522,1728,2321,938,6636,820,1547,4493,2687,3034,6081,6194,4945,3983,6650,3322,3376,4672,3666,4824,3868,2664,805,2398,3119,862,5276,4222
2934,2019,1,0,82,2110,6039,2073,5999,4426,2593,3193,1130,4036,117,5116,3243,4437,4961,5359,5458,1319,6355,4397,4615,5685,5506,2285,3907,3023,912,4487,3760,6168,2953,6287,5236,3104,5114,4307
2935,2019,0,1,498,6297,3487,5493,5865,1649,5852,739,3927,1950,4794,3580,2626,6176,1812,2419,344,2732,5118,534,4315,2945,5479,4525,3329,3975,2904,2269,5183,4381,614,3429,2929,5015,935,5477
2936,2019,1,3,2367,2813,3080,2347,2437,1623,5140,0,814,6345,6184,5055,2378,3216,6417,469,5650,4503,1949,4921,4213,1573,904,1738,2066,627,3117,5789,4819,3141,5794,3587,5518,2195,5659,6240
2937,2019,0,0,6593,2575,1053,1914,4873,3537,4362,5463,1152,6124,81,3664,1756,6250,2092,2350,3239,6162,2125,6103,1783,486,1339,5423,4150,1262,13,3363,1655,5569,2025,5840,2843,2753,1750,2044
2938,2019,1,1,5459,2859,6585,4043,2830,3555,2822,3989,5074,4908,3694,3304,1879,4270,1906,6369,1222,3404,3219,3230,2093,1749,5591,6416,6036,4909,5330,3997,3128,1990,3774,3661,6732,2577,6661,3362
2939,2019,0,3,3005,156,4802,3372,5652,5529,2175,6090,2007,3669,3460,1963,5220,3286,3904,5476,4994,3092,1791,362,2841,4185,3058,2670,1216,5752,2933,2701,6712,4781,2835,886,1052,216,368,2856
2940,2019,0,4,6053,448,1908,2193,41,1490,3132,3187,3820,50,2201,6292,6362,3198,3873,1810,3543,641,498,6297,3487,5493,5865,1649,5852,1950,1812,3927,4794,6176,3580,2626,2419,344,4654,2732
2941,2019,2,1,5711,441,3434,5449,3139,723,585,2332,4705,6447,4685,3432,4946,501,270,3872,307,1515,6081,2664,3906,3983,6650,1349,3376,4824,3666,805,4222,6194,4945,3322,3119,2398,4672,6179
2942,2019,1,1,1949,904,4213,1573,3141,627,2195,5518,3117,5789,4719,79,4921,1738,3587,4819,6240,4567,5118,534,4315,2945,5479,4525,3329,3975,2904,5961,2269,614,4381,5015,3429,935,2929,5477
2943,2019,3,0,82,2110,6039,2073,5999,4426,2593,3193,1130,4036,5814,3243,4437,5116,4961,5359,117,5458,4408,6011,566,4841,4842,1855,1110,3493,3852,6233,1970,3210,3279,5930,3014,1028,1574,3184
2944,2019,0,5,2367,5055,3080,2347,3216,6417,1623,469,6184,814,4503,2378,2437,2813,5140,0,6345,5650,5684,820,6636,938,3565,1640,4944,2687,3522,1728,2549,4070,5288,4089,1547,5267,4493,2077
2945,2019,3,0,6355,4397,4615,5685,5506,4307,2285,3023,6074,4487,3104,6287,2953,6168,5236,3760,3907,5114,5459,4043,6585,2830,2822,1906,5074,1423,3304,3694,4908,2859,1879,4270,3555,6369,3404,1222
2946,2019,2,0,3005,1963,156,3372,5652,6090,2175,3286,2007,3460,3669,5220,5213,5476,3904,5529,3092,404,6110,2583,5448,2636,4969,3935,4626,1360,2978,4930,4253,728,1229,4637,5881,768,767,6277
2947,2019,2,1,2125,6103,5569,1783,1339,5423,1262,4150,2843,2044,3363,486,6155,5840,13,2025,1750,2753,1089,4067,4698,915,2078,3029,1687,5970,4057,4285,2979,5824,3330,2241,6136,6005,4329,5943
2948,2019,4,1,6593,1756,1053,1914,4873,3537,4362,5463,3239,6442,81,3664,4029,1152,709,2092,2350,6250,2791,1279,2505,1891,4304,5523,3837,1897,3612,2098,4154,2718,6002,5341,749,4532,1886,3106
2949,2019,2,2,1791,362,2841,4185,3058,2670,1216,5752,2933,2701,6712,2835,4781,368,2856,886,216,1052,3219,3230,2093,1749,5591,6416,6036,4909,5330,3128,3997,1990,5192,2577,6661,3774,3661,5218
2950,2019,1,0,4408,4842,3210,4841,3279,1028,1110,5930,3852,1574,1970,14,566,6011,1855,3493,2483,3184,6053,448,1908,2193,41,1490,1810,3198,6362,50,641,4284,3187,3132,6292,3820,6596,3543
2951,2019,1,1,5118,534,4315,2945,5479,4525,3329,3975,2904,5961,2269,614,4381,3429,935,5015,2929,5477,6355,4397,4615,5685,912,2285,3907,6168,3104,4487,3760,3023,6287,5506,2953,5236,4307,5114
2952,2019,2,1,5684,820,4070,5288,3565,1547,3034,2687,2077,2321,1728,6636,938,4089,4944,1640,4493,2549,6593,1756,3664,1914,4873,5463,1152,709,4362,6124,6442,4029,2350,3537,6250,2092,3239,6162
2953,2019,1,3,6081,6194,4945,3376,3983,3666,4824,4672,805,1349,4222,2664,2398,3119,862,3322,5276,6179,2125,6103,5569,1783,1339,5423,4150,1262,2843,3363,2044,6155,486,13,2025,2753,5840,1655
2954,2019,2,1,1089,5824,4698,5970,2241,4329,1687,3330,6594,4285,4057,4067,915,6136,2078,5943,3029,6005,1949,4921,4213,1573,3141,4819,2195,627,3117,5789,4719,79,904,1738,5518,3587,6240,5659
2955,2019,1,1,5459,2859,4043,2331,2830,3555,2822,3989,1222,4908,3694,1879,3304,4270,1906,3404,5074,1423,3005,1963,156,3372,5213,6090,2175,3286,2007,3460,3669,5220,5529,3092,3209,3904,5476,4994
2956,2019,2,0,2791,2718,6002,2505,1279,5523,3837,5215,3612,4154,1886,108,3106,749,3264,4532,5341,2098,82,2110,6039,2073,5999,4426,2593,3193,1130,4036,5814,5116,3243,4437,5359,3691,117,1319
2957,2019,0,2,6110,2583,5448,2636,4969,767,6277,3935,1360,4930,4626,4637,1703,1229,728,2978,5881,768,1791,362,2841,4185,5672,368,2670,5752,2933,2701,6712,6213,2835,4976,2856,1216,1052,886
2958,2019,1,1,3219,2577,1749,5192,1990,3661,6036,4909,5330,3128,3362,2093,3230,5591,6416,4906,3774,5218,2367,3080,2347,2437,2813,5140,1623,4466,6184,5923,6345,5055,3216,2378,6417,814,0,469
2959,2019,3,1,498,2626,3487,5493,5865,5852,1649,1950,1812,3927,4794,3580,6176,344,584,1378,2419,2732,5711,441,3434,5449,3139,585,4705,2332,270,6447,4685,4946,3432,2251,307,501,3872,1515
2960,2019,0,2,6053,448,1908,2193,41,1490,6362,3187,1810,50,641,3815,3297,3820,3198,3132,2201,3543,5118,534,4315,2945,4525,935,3329,3975,2904,5961,2269,4381,614,3429,2929,5015,5183,4210
2961,2019,0,2,6593,1756,3664,1914,4873,3537,5463,709,1152,81,6124,4029,2092,4362,6250,2350,3239,6162,3219,3230,2093,5192,5591,6416,6036,4909,5330,5218,3128,3099,1990,2577,3774,3661,6661,3997
2962,2019,3,0,2125,6103,5569,1783,1339,5423,4150,2843,1262,2044,3363,486,4504,6155,13,2753,2025,5840,2791,2718,6002,2505,1279,5523,3837,5215,3612,4154,1886,108,749,3106,5341,4532,3264,241
2963,2019,0,0,2367,2813,3080,2347,2437,469,5140,814,6184,6417,6345,2378,5055,1424,0,1623,4466,5923,6081,4945,3983,6650,4824,4672,805,2664,3666,1349,4222,6194,3322,4866,2398,3119,3868,4923
2964,2019,0,1,82,2110,6039,2073,5999,4426,2593,3193,1130,4036,5814,5116,3243,4437,3691,5359,1319,117,5459,4270,4043,1879,2830,2822,3989,1423,1906,3694,4908,2859,3304,3555,6369,5074,21,1222
2965,2019,2,0,6355,4307,4615,4397,5506,2285,3907,3023,912,4487,3104,6287,6168,2953,3760,5236,5685,5114,6110,2583,5448,2636,1229,767,6277,1360,1703,4930,4626,728,4637,5881,3221,768,2978,6043
2966,2019,0,4,5711,3432,3434,5449,441,4705,270,585,2332,307,4685,4946,3139,501,2251,3872,868,1515,5684,820,6636,938,5521,1640,4944,2687,2321,1728,2549,3565,4089,4070,5288,3034,1547,2077
2967,2019,1,0,3005,1963,156,3372,5213,6090,2175,3286,2007,3460,3669,5220,4802,5476,5529,4994,3904,3092,1089,5824,4698,915,2241,3029,4329,3330,6729,4285,2979,2078,4837,6136,5970,5943,1687,6005
2968,2019,1,1,1791,5672,2841,4185,4781,2670,1216,5752,2933,2701,6712,6213,4976,2856,1052,886,368,1034,498,2626,3487,5493,5865,5852,1649,1950,1812,3927,4794,6176,3580,584,1378,344,2419,2732
2969,2019,5,3,1949,4921,4213,1573,3141,1738,2195,627,3117,5789,4719,79,577,5518,5794,4819,6240,5659,4408,4842,4841,3210,6011,1110,5930,3279,3852,3493,1574,5741,566,14,1028,1970,6233,3184
2970,2019,3,2,1089,5943,5824,4698,5970,3029,1687,4057,6005,2979,4285,2241,3330,4837,915,6136,4329,6594,5711,441,3434,5449,3139,585,4705,2332,307,6447,4685,4946,3432,501,270,2251,3872,868
2971,2019,1,2,5118,534,4315,2945,4525,935,3329,3975,2904,5961,2269,614,4381,5015,2929,3429,4210,5183,2367,3080,2347,2437,2813,469,5140,4466,0,4503,6345,3216,5055,814,6417,1623,6184,5650
2972,2019,2,0,6214,4842,4841,3210,6011,1110,5930,3279,3493,1574,1970,566,5741,14,1028,1855,2483,6233,6355,4397,4615,5685,5506,4307,2285,3023,6074,4487,3760,6287,2953,6168,5236,3907,5114,3104
2973,2019,1,1,6110,2583,2978,5448,1229,767,6277,1360,1703,4930,4626,728,4637,768,3221,5881,3935,3427,2125,6103,1783,1312,1339,5423,4150,2843,1262,2044,3363,6155,5569,486,3750,2025,2753,13
2974,2019,1,3,5459,2859,4043,1879,2830,3989,2822,1423,1906,3694,3404,3304,4270,6369,4908,1222,21,5074,6593,2575,3664,1914,4873,3537,4362,5463,6124,81,6442,1756,1053,2092,709,6250,1152,3239
2975,2019,0,2,2791,1279,6002,2505,5341,5523,3837,4304,5215,2098,4154,2718,749,3264,4532,1886,3106,241,1791,362,2841,4185,4781,2670,1216,5752,2933,2701,6712,2835,5672,368,4976,2856,886,1052
2976,2019,5,0,5684,820,6636,938,5521,1640,4944,2077,2549,1728,2321,4070,5288,4089,3565,1547,3034,2687,6053,448,3815,1908,41,3198,6362,1810,3820,50,2201,3297,4284,3132,2108,6596,3543,5818
2977,2019,1,3,6081,2664,3983,6650,4824,4672,805,3322,3666,1349,4222,6194,4866,862,2173,3134,4923,6179,1949,904,4213,1573,3141,1738,627,5794,4819,5659,6240,4921,2195,5518,3587,3117,4719,4567
2978,2019,3,1,3219,3230,2093,5192,5591,6416,6036,4909,5330,3997,3128,1990,1749,3099,3661,3774,5218,3362,82,2110,6039,4437,5359,5999,3691,3193,1130,4036,117,3243,5116,4961,4426,2593,4082,1319
2979,2019,1,1,498,6297,3487,5493,2626,1649,5852,1950,1812,3927,4794,6176,1378,344,584,2419,739,2732,3005,5220,156,3372,5213,2175,2007,6090,3286,3669,3460,5652,4802,3904,3092,5476,5529,4994
3040,2020,0,3,1884,154,4955,1769,4982,2659,4486,5755,3274,3409,4454,5796,652,4914,1976,6401,5249,5434,3991,5824,4066,5970,2078,900,1687,5943,3852,4285,2979,915,3330,6005,3029,4057,6729,757
3041,2020,1,0,6110,2583,2978,5448,1229,767,1360,6277,1703,4626,4930,728,4637,4415,768,3935,5450,3577,3219,3230,2093,1749,5591,3661,6036,4909,5330,3997,3128,1990,5192,1863,4715,3362,5218,4963
3042,2020,4,3,1949,4921,4213,1573,3141,1738,2066,627,3117,5789,4719,1141,5794,2195,5518,5659,6240,6530,2585,5810,3801,2511,3263,5380,4357,5976,4075,3271,878,1932,5985,5360,6449,4153,3753,1933
3043,2020,0,2,498,6297,3487,5493,5865,1649,5852,1950,1812,3927,4794,6176,2626,1378,2419,2732,739,1898,3148,2664,3906,3983,41,747,4824,2173,1349,81,4923,4945,3666,854,3134,805,3868,6428
3044,2020,0,3,2247,3189,4997,1871,2538,2940,3971,2167,4199,4820,3059,5424,4172,340,5373,6203,2878,1952,2791,4604,5523,1891,1279,4532,3612,3837,3106,1886,4154,1897,5215,4304,5341,3646,2098,6078
3045,2020,0,1,2125,5506,1783,1312,1339,2577,4150,2843,3750,2044,3363,6103,5569,1750,5423,13,1655,546,5459,2859,6585,4043,2830,4705,450,3989,4784,4908,3694,221,1906,2822,1222,3404,1423,779
3046,2020,0,2,6593,2110,6039,2073,3193,5359,4426,3691,1130,4036,117,3243,1409,5999,3673,2593,5814,1145,6355,4397,4615,5685,912,4307,3907,6454,4487,3104,6074,2953,6168,3550,2285,3760,1511,1096
3047,2020,1,3,2367,883,2347,3080,2813,577,469,214,4466,6345,6184,2437,6647,814,5140,5650,4503,245,4408,6011,566,4841,3279,3211,1110,1032,3493,1028,4152,4842,3210,1855,3184,6233,1574,6214
3048,2020,0,1,5118,6491,2945,6060,4525,935,3329,3975,3429,5961,2584,4315,534,5140,5015,2904,3039,2269,1791,362,2835,4185,3058,2670,1216,2701,2933,6712,162,1654,888,2856,1052,3526,368,886
3049,2020,2,0,5684,820,4070,5617,5521,1640,4944,3034,2549,2687,2321,3565,4089,6636,3779,1547,3522,1728,1089,5697,156,3372,5213,2175,6090,2874,1855,3669,6180,5652,1963,5220,3316,5476,5529,150
3150,2020,5,2,5459,2859,6585,4043,2830,4705,450,3989,4784,4908,3694,221,2822,1906,3555,1222,3404,779,2247,3189,4997,1871,2538,2940,3971,2167,4199,4820,3059,3514,340,4984,3505,6203,4172,1952
3151,2020,4,3,2585,5810,3801,1856,3263,5380,4357,3753,4075,3271,878,2511,5985,4153,6299,5360,6449,1376,5434,536,4955,154,4982,4914,2659,4454,3274,3409,6401,1769,4486,3114,1976,5755,5249,1884
3152,2020,1,3,1791,5672,2841,4185,3058,2670,368,2856,2933,2701,6712,362,2835,1052,3526,5752,1034,82,6110,2583,2978,2636,1229,767,1360,6277,1703,4930,4626,728,2951,3935,4415,768,5450,3577
3153,2020,2,1,3991,5824,4066,915,2078,3029,1687,3330,3852,4285,2979,4698,900,5943,6005,4057,6729,757,498,6297,3487,5493,5865,3580,1950,1649,5852,3927,4794,6176,2626,1378,2419,739,2732,1898
3154,2020,2,5,3219,3230,2093,1749,5591,6416,6036,4909,4715,3997,3128,1990,5192,1863,3661,3362,5218,4963,2125,5506,5569,1312,1339,2577,4150,1750,2843,3363,2044,1783,6103,1262,13,5423,1655,546
3155,2020,0,3,3148,2664,3906,3983,41,747,4824,2173,1349,4923,81,2168,4945,854,3666,805,3868,6428,2367,883,2347,3080,2813,469,214,4466,6184,4503,6345,6647,3216,2437,814,577,5650,245
3156,2020,0,2,4408,6011,566,4841,3279,3211,1110,5930,3493,1032,4152,14,4842,1855,1574,3184,6233,6214,1949,4921,2195,1573,3141,1738,2066,627,3117,5789,4719,5023,4119,5518,5794,6240,5659,6530
3157,2020,4,2,2791,4604,5523,1891,1279,4532,3612,3837,3106,1886,4154,6002,1897,3646,4304,5341,2098,6078,5118,534,4315,4381,5479,3429,3329,3975,2904,2269,5961,2169,4525,6491,614,5015,5183,4509
3158,2020,1,0,1089,5697,156,3372,5213,3286,2175,6090,2007,6180,3669,4802,1963,5652,5476,5529,404,3112,6593,2110,6039,2073,5359,5999,3691,3193,1130,3673,5814,4437,1409,4426,2593,4036,117,1145
3159,2020,1,3,6355,912,4397,4615,5685,6454,3907,2285,6074,4487,3104,2953,6287,6168,3550,4307,1511,1096,5684,820,4070,1053,3565,1547,4944,2321,1640,2549,1728,5288,3779,4493,5897,5707,3522,5226
3260,2020,2,3,2367,883,2347,3080,2813,577,214,4466,6184,4503,6345,3216,6647,2437,814,611,5650,245,1791,362,2841,4185,3058,2670,1216,5752,2933,2701,6712,5672,2835,4976,3526,368,1052,82
3261,2020,1,2,6110,2583,2978,2636,1229,767,6277,1360,4415,4930,4626,728,3935,5881,768,5450,4253,3577,5459,2859,6585,4043,2830,4705,450,3989,4784,4908,3694,221,2822,1906,3555,3404,1222,6202
3262,2020,3,3,2247,3189,4997,1871,2538,676,3971,2167,4199,4820,3059,3514,3505,4984,340,6203,4172,1952,6214,6011,566,1837,3279,3211,5930,3493,1032,4152,6233,14,4842,1110,1855,1574,3184,4408
3263,2020,0,1,5118,534,4315,4381,5479,3975,3329,5140,2904,5961,5183,6491,2169,614,4525,5015,2929,4509,3219,3230,1749,5192,5591,6416,6036,4909,4715,3997,3128,2093,3099,3661,5218,1863,3362,4963
3264,2020,0,1,6593,2110,1409,4437,5359,5999,2593,3193,1130,5814,3673,6146,3243,3691,4426,117,4036,1145,2585,5810,3801,1856,5380,4357,4075,3263,3271,878,4153,2895,2511,5360,5985,6449,3753,1376
3265,2020,1,1,2125,5506,5569,1312,1339,2577,4150,2843,1262,2044,3363,4221,1783,13,5840,1750,1655,546,3148,2664,2173,3906,3983,3666,805,4824,747,3868,81,4945,6194,41,524,3134,4923,6428
3266,2020,2,5,5684,820,6636,1053,3565,1547,4944,3522,1640,2321,2549,938,4089,5267,4493,5897,5707,5226,2791,4604,1264,2505,1891,1279,3106,3837,4532,1886,4154,1897,3646,4304,5341,3612,2098,6078
3267,2020,4,0,498,6297,6176,5493,5865,3580,1950,1649,5852,3927,4794,2626,1812,1378,2419,739,2732,1898,6355,4397,4615,5685,2691,2285,3907,6168,912,4487,6074,6287,3881,4307,4050,3550,1511,1096
3268,2020,0,3,5434,154,4955,1769,536,4914,4486,4982,5249,6401,3409,4135,5796,1976,3274,5755,4454,1884,1089,5697,156,3372,5213,6090,2175,3286,2007,6180,3669,4802,1963,5476,150,2874,404,3112
3269,2020,3,1,1949,4921,4213,1573,3141,1738,2195,627,3117,5789,4719,904,5518,5794,6240,5659,3760,6530,3991,5824,4698,5970,2078,900,1687,5943,3852,4285,2979,4066,915,3029,3330,6729,4057,4762
3360,2020,4,0,3361,4842,1837,4841,3170,3211,1110,3184,1032,4152,6233,14,6011,1970,5930,3493,1574,4408,6110,2583,2978,2636,1229,767,1360,6277,4415,4626,4930,728,5448,5881,3935,768,4253,3577
3361,2020,4,2,5459,2859,6585,4043,2830,4705,2822,1906,4784,4908,3694,5893,3965,3555,1423,1222,5074,6202,2367,883,2347,3080,2813,469,214,4466,6184,6345,4503,3216,2437,6647,577,814,0,245
3362,2020,1,1,2585,5810,3801,1856,3263,5380,4357,4153,4075,5360,878,2895,2511,4058,5985,6449,3753,1376,5684,820,5617,938,3565,1640,4944,2321,5707,3522,2549,1053,4070,2687,1547,5267,5897,5226
3363,2020,3,1,3148,4945,3376,3983,41,747,4824,2173,1349,3868,81,2664,524,854,805,3134,4923,6428,5118,534,4315,2945,5479,3975,3329,5140,2904,2584,5961,4525,4381,935,5015,3429,5183,4509
3364,2020,0,3,2791,1264,2505,1891,4604,3837,4532,1279,3612,4154,1886,1897,1505,4304,2785,5341,2098,6078,498,3049,6176,5493,5865,3580,1950,1649,5852,3927,4794,2626,1378,1812,2419,739,2732,1898
3365,2020,2,0,3219,3230,1749,5192,5591,6416,6036,4909,4715,3997,3128,3099,2093,3661,5330,3362,5218,4963,2247,2538,4997,1871,676,2167,4199,4172,3971,4820,3059,3189,4848,3505,340,5563,6203,1952
3366,2020,2,1,3991,2078,4698,4066,5970,900,3029,3330,3852,6729,2979,5824,1687,6005,5943,4285,4057,4762,6593,2110,6039,4437,5359,5999,2593,3193,1130,3673,5814,6146,4426,3691,1409,4036,117,1145
3367,2020,1,0,6355,4397,4615,6287,4307,2285,6074,2691,5685,4487,3104,2953,3881,3907,3550,912,1511,1096,5434,3677,1769,5796,4135,4486,4914,3409,5249,4982,6401,154,4955,5755,4720,1151,4454,1884
3368,2020,1,6,1791,362,2835,4185,3058,1216,2670,5752,2933,2701,6712,2841,3526,368,1052,886,4976,82,2125,6103,5569,1312,4221,5423,2577,1750,13,3363,2044,5506,1339,1783,3750,4150,2843,546
3369,2020,7,2,1089,5697,156,3372,5213,2175,6090,2007,1855,3669,6180,1963,5529,3286,5476,2874,404,3112,6530,4921,4213,1573,3141,1738,2195,627,3117,5789,3760,904,2066,5794,5518,6240,5659,855
3370,2020,2,2,5459,2859,6585,4043,2830,4705,450,3989,4784,4908,3694,1908,2822,3965,1906,3555,1222,2643,6530,4921,1141,1573,3141,2066,2195,4119,3117,5789,4719,4213,627,5794,5518,6240,3760,855
3371,2020,3,3,4408,4842,566,4841,3170,1110,3211,1970,1032,3493,4152,6011,14,6004,1574,6233,3184,6214,3219,3230,1749,5192,5591,1423,6036,4909,5330,3997,3128,2093,3099,1863,730,3362,5218,4963
3372,2020,1,0,5684,820,5617,1053,4944,3522,5521,2687,2321,2549,2982,6636,4070,1547,3034,5707,5897,5226,3991,2078,4698,4066,5970,3029,1687,3330,4057,3852,2979,2076,5943,900,4285,6729,4762,
3373,2020,1,4,3148,4945,3906,3983,41,2173,3868,4824,747,1349,81,3376,2664,524,854,805,4923,6428,1791,362,2841,4185,3058,368,1052,886,2933,2856,2701,2835,888,1216,3526,2670,1034,82
3374,2020,1,1,6593,2110,6039,1130,3193,5999,4426,5359,6146,4036,5814,1409,4437,3673,2593,117,6490,4711,5434,3677,3082,1769,3409,4486,4914,4135,1028,1151,6401,4982,5796,5755,3114,4454,5249,1884
3375,2020,1,1,6110,2583,2978,1302,1229,767,5881,1360,1703,5450,4626,2636,4969,1622,4415,3935,4253,2547,2367,3080,2347,2437,2813,883,469,4466,577,6184,6345,6647,3216,814,0,214,4503,245
3376,2020,3,3,2125,6103,1783,5569,4221,5423,2577,1655,1750,2044,3363,5506,1339,4150,5974,2843,4219,546,498,3049,6176,5493,5865,3580,1950,1649,5852,3927,4794,3487,6297,2419,4309,1812,739,1898
3377,2020,0,1,2791,4604,1505,2505,1279,4532,3612,3837,3106,1886,2098,6002,5341,4304,2785,3646,5020,6078,1089,5697,156,3372,5213,2175,6090,2007,1855,3669,6180,3316,1963,5476,3286,5529,2874,3112
3378,2020,0,0,2247,3189,4848,5424,676,2167,3971,1975,5563,4820,4891,4997,2538,1871,4199,4984,3059,1952,5118,4525,4315,2945,5479,935,3329,3975,2904,2584,5961,4381,614,5140,3429,5183,2269,351
3379,2020,0,1,2585,5810,3801,2511,3263,5380,4357,4075,3753,3271,878,5985,5976,5360,4153,6449,3389,1933,6355,4397,4615,6287,2691,4307,3907,6074,5685,4487,3104,3881,6454,5443,2285,912,1511,1096
3380,2020,0,3,1089,5697,156,3372,5213,6090,2175,2007,1855,3669,6180,1963,3316,5476,3286,404,2874,3112,2585,3263,3801,5810,5360,4357,2511,4075,3271,3753,878,2895,5985,5976,3389,6449,4153,1933
3381,2020,1,1,498,3049,6176,5493,5865,3580,1950,1649,5852,3927,4794,6297,3487,1812,2419,2732,739,1898,5684,820,5617,6636,5521,2687,4944,3034,3522,2982,2549,4089,4070,2321,1640,5267,5707,5226
3382,2020,1,2,5434,3677,3082,1769,4135,4914,3114,4486,1028,1151,6401,4982,154,5796,2659,5249,4454,1884,6110,1622,2978,5448,1229,767,3935,5881,1703,5450,4626,2636,4969,728,4415,768,4253,2547
3383,2020,0,0,1791,362,2841,4185,3058,368,1052,886,2933,2856,2701,1654,2670,3526,1216,5752,162,82,3361,4842,1837,4841,6011,1110,3211,3170,1032,1970,4152,3210,5930,3493,6004,6233,1574,6214
3384,2020,2,1,1949,4921,2195,4213,3141,2066,627,3760,5789,4719,3117,904,42,5518,5794,4567,6240,6530,6593,2110,6039,1130,3193,5999,1409,5359,2593,4036,6490,3243,4437,3673,4426,117,5814,4711
3385,2020,2,0,3219,3230,1749,5192,5591,6416,6036,4909,5330,3128,3997,2093,1990,730,1863,5218,4347,4963,5459,1908,6585,4043,2830,4705,450,1906,4784,4908,3555,5893,2822,3989,3965,1222,5074,2643
3386,2020,1,1,6355,4397,4615,6287,2691,4307,2285,5685,6074,4487,3104,6296,3881,6454,3907,1511,912,1096,3148,524,3376,3906,3983,41,854,747,805,81,1349,4945,2664,3134,2173,3868,4923,6428
3387,2020,0,1,3991,4698,4066,1687,2078,2076,3029,5970,2979,4285,3330,4067,5943,6005,900,6729,4057,4762,2791,1505,2505,1897,4604,3837,4532,1279,3106,3646,1886,6002,2785,4304,5341,4154,2098,6078
3388,2020,1,1,2367,3080,6647,2437,2813,883,469,4466,577,6184,6345,3216,214,0,814,6447,4503,245,2247,3189,4848,4997,676,2167,3971,1975,5563,4820,4891,2940,1871,4172,4984,340,3059,1952
3389,2020,0,1,5118,6491,4315,2945,5479,935,3329,3975,2904,2584,5961,4381,5015,5140,3429,2269,5183,4509,2125,5506,1783,1312,1339,5423,2577,2843,1750,2044,3363,4221,4091,1262,13,4219,5974,546
3390,2020,2,0,6355,4397,4615,6287,2691,4307,2285,6296,6074,3104,4487,3881,5685,5443,3907,1511,912,1096,6110,1622,2978,5448,4969,5881,3935,1703,767,5450,4626,728,2636,4415,1360,4253,4930,2547
3391,2020,0,1,6593,3193,2110,6039,1130,6146,5999,1409,2593,4036,6490,4437,5359,4426,3673,117,5814,4711,5684,820,5617,938,5521,1640,4944,2687,3522,5707,2549,4089,1053,4070,6636,2321,3034,4268
3392,2020,0,3,5118,6491,4315,2945,5479,3975,3329,5140,2904,5961,2584,4381,3429,5864,5183,2269,5477,4509,3361,6011,4841,1837,3170,1032,3211,3493,6004,6233,4152,3210,4842,1110,3184,1574,6214,5186
3393,2020,2,1,1949,4921,42,4213,3141,5518,2066,627,3117,5789,4719,904,5038,4567,5794,6240,3760,6530,498,3049,6176,5493,5865,3580,1950,1649,5852,3927,2732,6297,3487,4309,2419,3444,739,1898
3394,2020,3,4,1089,5697,156,3372,5213,6090,2175,2874,1855,3669,6180,1963,3316,3286,2007,5476,404,3112,3219,3230,1749,5192,5591,6416,4909,6036,1423,3128,3997,2093,730,4715,5330,5218,4347,4963
3395,2020,2,1,3148,524,3376,3906,3983,41,3134,747,805,81,1349,2664,2168,854,2173,3868,4923,6428,2643,221,6585,4043,5893,4705,450,3965,1906,3989,4908,1879,5074,21,3555,1222,3137,5459
3396,2020,0,1,1791,362,2841,4185,3058,1052,368,2670,2933,5752,2701,1654,4781,886,1216,3526,162,82,3991,5824,4066,5970,2078,2076,900,3330,3852,4285,2979,4067,5943,1687,3029,4057,6729,4762
3397,2020,2,1,2125,5506,1783,1312,4221,5423,2577,13,1750,2044,3363,1339,4091,4150,1262,4219,2843,546,809,3080,6647,2437,814,883,469,2813,4466,577,6184,3216,1623,214,0,6447,1372,2367
