Match ID,Year,Home Goals,Away Goals,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18
2293,2018,0,0,3219,2241,2093,505,5591,5330,4909,3114,497,2878,3128,5421,5192,6036,6416,3378,5218,2683,6081,6194,3906,3983,845,3666,4824,1366,1310,3612,6179,2664,3376,6286,3119,751,6045,3148
2294,2018,3,0,5711,441,3432,4946,3139,4705,723,585,307,6080,1060,5699,4076,3434,3768,1515,3247,2234,6202,2219,3436,2921,3299,5866,709,3515,6417,5049,2851,506,6701,6033,1256,110,5217,1605
2295,2018,1,1,2791,1264,1891,4185,3170,5523,6209,3347,3646,4304,2098,4453,2505,4532,749,4154,597,6078,498,5367,6176,3487,3580,5852,4820,1812,4309,1378,6141,5493,5865,6297,584,1678,4794,6530
2296,2018,0,4,546,6491,2945,6060,5479,935,3039,2882,3429,747,183,4315,534,3329,5961,5183,2584,1883,4408,4842,3210,4698,3279,3211,1110,1855,2483,2228,3852,1302,5916,5930,1028,2364,1574,6214
2297,2018,2,2,3577,362,5418,2636,4969,767,2978,3935,1360,4930,4626,1703,728,4205,768,5881,34,6110,3991,2078,4067,5824,1687,4329,66,3555,5520,2979,4285,5491,6136,2005,492,2784,6447,4263
2298,2018,2,1,1791,1921,975,2841,3058,1052,1216,2670,886,2701,6712,2400,4146,4976,5929,1899,4130,1354,5459,2859,4043,4841,2830,3989,1602,1423,1906,1222,3694,6585,3304,2822,3137,4908,1151,5107
2299,2018,0,1,2125,107,5569,1783,1339,1312,3662,5423,13,2843,3363,6103,3230,1311,3750,4150,2044,374,5684,820,4070,938,3565,2687,1547,2077,3522,2982,2549,5288,2926,1640,2321,1728,731,6350
2300,2018,1,2,5033,1297,3664,1053,2575,1152,2092,5463,854,3537,81,1210,4362,5808,2350,949,5458,3366,1791,1921,975,2841,3058,1052,1216,2670,886,1899,6712,1903,4146,4976,5929,368,2701,1354
2301,2018,0,1,1762,4830,5300,4038,1064,667,4020,3359,634,5249,4932,5106,6366,1350,353,783,2054,4967,2791,4453,6002,4185,3170,4532,5523,4304,3646,749,4154,1897,2505,5040,6209,32,2098,6078
2302,2018,3,1,5459,2859,4043,4841,2830,3989,1602,1423,1906,1222,3694,3304,6585,2822,3137,1151,4908,5107,2367,3228,2378,2347,1503,5650,5140,2956,6278,4466,5923,6273,3216,1976,469,6562,4482,245
2303,2018,1,0,6081,6194,3906,3983,845,3666,4824,1366,1310,6179,6045,3376,2664,3119,6286,751,3612,3148,5711,441,3432,4946,4076,4705,723,585,307,6080,1060,3139,3434,3768,3872,3247,1515,2234
2304,2018,4,2,498,5367,6176,3487,5865,5852,4820,2816,4309,1378,4424,3580,5493,6297,4794,6141,1292,6530,546,6491,2945,6060,5479,935,3329,2882,966,5183,183,4315,747,3429,5961,2904,2584,1883
2305,2018,1,1,3991,2078,4067,5824,915,4329,1687,492,5520,2979,4285,5491,2784,3555,5943,2005,6447,4263,1949,4921,4213,1573,3141,627,2195,5794,3117,5789,4719,1141,6284,577,4567,5659,3954,4985
2306,2018,2,3,6355,2718,4615,4397,5506,3907,2285,3023,4357,4487,3409,4802,6168,5114,4307,912,3871,1096,2125,107,4504,1783,1339,5423,4150,3662,13,2843,3363,5569,6103,1311,2025,2502,2044,374
2307,2018,6,1,5684,820,4070,938,3565,2687,1547,2077,2549,2982,731,2926,823,3965,2321,3522,1728,6350,3219,2241,2093,505,5591,6036,3114,2577,5218,5330,3128,5192,5421,497,6416,3362,2878,2683
2308,2018,3,1,4408,4842,3210,4698,3279,3211,1110,1855,2483,2228,3852,5916,1302,2364,5930,1028,6014,6214,3577,362,5418,2636,4969,1360,2978,3935,768,767,4626,728,1703,4205,5881,4930,34,6110
2309,2018,1,0,6202,3436,2921,2435,6701,709,3515,3299,6417,110,5049,2014,6033,1256,5866,4935,2851,1605,2019,5672,154,5796,2753,4486,4914,4395,5096,6401,88,1769,5260,652,2445,4175,4720,4156
2310,2018,2,1,1762,4830,5300,4038,5106,4020,353,667,5784,634,4932,1064,2075,6366,5249,1350,2054,4967,2367,5055,2378,2347,1503,1976,5140,2956,6278,4466,5923,3216,3228,6273,469,706,6562,245
2311,2018,1,1,6202,3436,2921,2435,6417,3515,709,6701,3299,5049,110,2219,2014,5866,1256,5968,2851,1605,498,5367,6176,3487,5865,5852,4820,2816,4309,1378,4424,5493,6297,3580,4794,1292,6141,6530
2312,2018,0,0,2791,4453,6002,2505,3170,4532,5523,4304,3347,749,4154,1897,1891,5040,6209,2098,597,6078,546,6491,4315,6060,5479,966,2882,3039,935,183,5961,534,3329,747,3429,5183,2584,1883
2313,2018,2,1,6081,6194,3376,3983,845,3666,6286,1366,1310,3612,6045,2664,2168,2173,524,3119,751,3148,5033,1297,3664,1053,2575,5808,2092,5463,854,3537,81,1210,2387,2350,4362,949,5458,3366
2314,2018,1,1,3219,2241,5421,505,5591,2577,3114,3378,6416,5330,3128,5192,2093,497,6036,3362,2878,2683,5711,441,3432,4946,4076,4705,3872,585,307,6080,1060,5699,3139,3434,1515,3247,4685,2234
2315,2018,0,1,3577,362,5418,2636,4969,1360,2978,3935,768,767,4930,728,2583,1703,5881,4205,34,6110,2125,107,4504,1783,1339,5423,6424,13,3750,2843,3363,6103,4150,1312,1311,2502,2044,374
2316,2018,2,0,1949,4921,4213,1573,3141,627,2195,4567,5789,4719,3117,6284,79,2066,1738,5794,3954,4985,2019,652,154,2445,5796,4914,5260,88,4486,2753,6401,1769,5672,5755,4395,4720,5096,4156
2317,2018,0,0,4408,4842,3210,4698,3279,3211,1110,5930,3852,2228,6014,566,5916,1855,2364,2483,1574,6214,5459,2859,4043,6585,2830,3989,1602,1423,1906,1222,3694,3243,3304,2822,4908,3137,1151,5107
2318,2018,1,1,3991,2078,4067,5824,915,4329,1687,3555,5520,2979,4285,6136,5943,2784,492,66,6729,4263,6355,2718,4615,4397,5506,3907,2285,3023,4357,4487,3409,6168,4307,5685,5114,3760,912,1096
2319,2018,3,1,5684,820,4070,938,3565,2687,1547,2077,3522,2982,2549,2926,3034,3965,2321,1728,731,6350,1791,1921,975,2841,3058,5929,3147,1216,4976,2701,6712,1903,4146,1052,886,1899,4130,1354
2320,2018,1,1,2367,3228,2378,2347,3216,1976,1623,2956,6278,814,5923,6273,1503,4466,4482,469,6562,245,2791,4453,6002,2505,3170,6209,4532,4304,3646,749,597,1897,5040,1891,5523,4154,2098,6078
2321,2018,1,0,5459,2859,4043,6585,2830,3989,1602,1423,1906,1222,3694,3304,4841,2822,4908,1151,3137,5107,1762,4830,5300,4038,5106,4020,353,667,5784,3359,4932,1064,2075,5249,634,1350,2054,4967
2322,2018,3,2,2019,652,154,2445,5796,5260,4395,88,4486,2753,6401,1769,4982,4720,5755,4454,3109,4156,3219,2241,5421,505,5213,3114,2577,3378,6416,5330,2878,2093,5192,6517,497,6036,3362,2683
2323,2018,0,0,1791,4146,975,2841,1921,4976,1216,2670,886,4130,6712,1903,5997,3147,1052,1899,2701,3584,3577,362,5418,2636,4969,1360,2978,3935,768,767,4626,728,2583,1703,4205,34,4930,6110
2324,2018,0,3,5711,441,3432,4946,3139,4705,723,585,307,6080,4685,3434,4859,3872,2251,1060,1515,2234,1949,4921,79,1573,3141,2066,627,4567,5789,4719,3117,1622,1141,5794,1738,2195,3954,4985
2325,2018,0,4,498,5367,6176,3487,3580,2816,5852,4820,4794,1378,4424,5493,5865,1812,1292,4923,6141,6530,5684,820,5288,938,3965,2077,1547,3034,2549,2982,731,2926,4070,4089,2321,1728,3522,6350
2326,2018,3,1,2125,6103,4504,1783,1339,1312,5423,1311,3750,3363,2044,486,3230,2843,4150,13,2502,374,4408,4842,3210,4698,3279,3211,1110,5930,3852,2228,6014,566,5916,2364,1855,1574,2483,6214
2327,2018,1,2,5033,1297,3664,1053,1210,3537,4362,5463,854,81,6124,3372,2350,2092,1152,949,5458,3366,3991,4067,6136,5824,2078,4329,1687,915,492,3555,2979,5520,66,900,5943,2784,6729,4263
2328,2018,0,2,6355,2718,4615,4397,5506,3907,2285,6168,4357,4487,3409,5685,4307,5114,3760,3871,912,1096,6202,2014,2921,2435,6417,3515,709,6701,2219,5049,110,506,4733,5866,6033,5968,2851,1605
2329,2018,1,2,546,6491,4315,6060,5479,966,2882,3039,3429,183,5961,534,6261,3329,747,5183,2584,1883,6081,6194,3376,3983,2168,3666,1310,1366,6286,3612,6045,2664,524,3119,4824,2173,751,1594
2330,2018,2,1,1762,4830,5300,4038,4020,667,5784,3359,1350,4932,634,2075,1064,5249,353,2054,5159,4967,6355,5685,4615,4397,5506,3907,2285,6168,4487,4357,912,2718,3760,6122,5114,3871,3409,1096
2331,2018,2,0,3577,362,5418,2636,4969,1360,3935,2978,768,767,4626,1703,728,2583,4205,4930,34,6110,546,6491,4315,6060,5479,966,2882,3039,935,747,5961,2945,534,3329,3429,183,2584,1883
2332,2018,1,2,6202,3436,2921,2435,6417,3515,709,6701,2219,5049,110,2014,6033,5866,4733,2851,5968,1605,2367,3228,2378,2347,3216,814,1623,469,4466,6562,6278,1503,6273,2956,1976,4482,5923,245
2333,2018,2,0,2791,4453,6002,2505,3170,4532,5523,4304,3646,749,4154,1897,1891,6209,32,597,2098,6078,5711,441,3432,4946,4076,4705,723,585,307,6080,1060,3434,3139,3872,3768,1515,4685,2234
2334,2018,3,1,5684,823,5288,938,4089,2687,1547,3034,2549,1728,731,820,2926,2077,3965,2321,3522,6350,5033,1297,3664,1053,3372,1210,6124,2092,2350,854,81,4029,4873,3537,1152,949,5458,3366
2335,2018,0,3,6081,6194,3376,3983,2664,3666,1366,6286,1310,3612,6045,3906,2168,3134,3119,4824,751,1594,498,5367,6176,3487,5865,4309,1812,5852,1378,6141,4424,5493,3580,344,2816,4923,1292,6530
2336,2018,2,2,3219,2093,5421,5192,3099,2577,3114,2241,6416,5330,3362,505,4909,6517,6036,3378,2878,2683,1791,1921,368,1903,1216,3058,5929,3147,2670,4130,2701,2400,6213,886,4976,1052,6712,1354
2337,2018,2,0,4408,4842,3210,4698,3279,3211,1110,5930,2483,1574,6014,5916,566,1028,2364,3852,2228,6214,2019,652,154,2445,5796,4395,5260,4720,4486,2753,6401,1769,4982,1296,5755,3109,4454,4156
2338,2018,4,2,3991,4067,6136,5824,2078,4329,1687,915,492,2979,3555,5491,2784,900,66,5943,4285,4263,2125,6103,4504,486,1339,1312,5423,1311,3750,2044,3363,6650,1783,3230,2843,4150,2502,374
2339,2018,1,0,1949,4921,4213,1573,3141,627,2195,4567,5789,4719,3117,1141,6284,5794,1738,5659,3954,4985,5459,2859,4043,6585,2830,1423,3989,1602,1222,1906,3694,4841,3304,2822,1151,3137,4908,5107
2340,2018,2,1,5033,1297,3664,1053,1210,3537,2092,5463,854,6124,81,3372,4873,2350,1152,5458,949,3366,6202,6701,3436,2921,2435,709,3515,6417,5049,2219,2851,2014,5866,6033,830,4733,5968,1605
2341,2018,3,1,2367,5055,2378,2347,3216,814,1623,469,4466,5923,6278,6273,1503,2956,1976,4482,6562,245,3577,362,5418,2636,4969,1360,2978,3935,768,767,4626,2583,728,1703,4205,34,4930,6110
2342,2018,3,1,498,4794,3487,5493,3580,4309,1812,5852,1378,6141,4424,6176,5367,2816,4820,1292,4923,6530,1762,4830,5300,4038,1064,4020,667,5784,3359,1350,4932,2075,634,5249,353,783,5159,4967
2343,2018,1,2,5711,441,3434,4946,4076,3872,1060,585,4705,307,4685,3139,3432,5699,2251,1515,6080,2234,5684,820,4070,2926,3965,2687,1547,2077,3522,1728,731,823,5288,938,3034,2321,2549,6350
2344,2018,1,3,546,534,2945,6060,5479,935,3329,3039,3429,2584,5961,4315,6491,966,747,183,5183,1883,1949,4213,1141,1573,6284,4567,1738,2066,5794,5659,3954,4921,577,138,2195,3117,5789,4985
2345,2018,1,1,5459,2859,4841,6585,2830,1602,3989,1151,1906,3694,3137,4043,3304,2822,1222,4908,1423,5107,6081,6194,3376,3906,3983,2664,3119,1366,6286,524,6045,2168,3134,4824,3612,751,6179,1594
2346,2018,1,1,2019,652,154,2445,5796,5260,4395,4454,5096,2753,6401,1769,4982,4914,4486,88,5755,4156,2791,5040,6002,1891,3170,4532,5523,4304,3646,32,2098,4810,1897,4453,6209,749,597,6078
2347,2018,2,1,6355,2718,4615,4397,5506,3907,5685,6168,4487,3760,5114,4802,4307,912,4357,3409,3871,1096,4408,4842,3210,566,3279,3211,2364,1028,3852,2228,6014,4698,5916,1110,5930,2483,1574,6214
2348,2018,2,2,1791,2835,975,2400,6213,5929,1216,4146,4976,2701,6712,3147,2670,5997,886,368,4130,1354,3991,4067,6136,5824,2078,4329,66,915,2784,3555,2979,5491,492,5943,900,4285,6729,4263
2349,2018,3,1,2125,107,4504,1783,6650,1312,4150,2044,1311,2843,3363,1339,6103,5423,2025,3750,2502,374,3219,2241,2093,5421,5213,6517,2577,6036,6416,5330,3378,3099,5192,505,4909,497,2878,2683
2350,2018,0,4,5033,1297,3664,1053,1210,3537,5463,2350,1152,854,6124,4873,3372,5808,2387,5458,949,3366,1949,5794,1141,1573,3141,4567,627,2195,1738,3117,5789,4921,2066,577,5659,3954,4719,4985
2351,2018,1,0,3991,5491,4067,6136,1687,2078,4329,66,915,2979,4285,563,1168,900,3555,492,6729,4263,6202,2014,3436,2921,2435,3515,4733,5049,6417,3299,2851,2219,6033,5866,1256,6701,5968,1605
2352,2018,1,0,546,534,2945,6060,5479,935,3329,3039,3429,5961,2584,6491,4315,747,966,5183,183,1883,2367,3228,6273,2347,3216,814,1623,469,1976,6562,4466,1503,883,5140,2956,4482,5923,245
2353,2018,1,0,1762,4830,5300,4038,1064,4020,5159,667,3359,634,4932,2075,1350,5249,5784,353,783,4967,3219,3099,1749,5192,5213,2577,4909,3114,5330,6416,2878,2093,5421,505,497,6036,3378,2683
2354,2018,4,1,1791,6213,975,1903,1921,5929,1216,886,4976,2701,4130,2400,368,2670,216,1052,3147,1354,2019,154,2445,1769,4982,4395,4914,88,4486,2753,6401,652,5755,4720,1296,4454,5096,4156
2355,2018,3,2,498,5367,6176,3487,3580,4309,1812,5852,1378,6141,1292,5493,5865,2816,4820,4794,4923,6530,3577,362,5418,2636,4969,1360,3935,2978,768,767,4626,728,1703,2583,4205,4930,34,6110
2356,2018,2,0,4408,4842,3210,4698,3279,3211,1110,5930,2483,6014,3852,5741,566,1028,2364,1855,1574,6214,5684,820,4070,938,3965,2687,1547,2077,3522,2549,731,2926,5288,823,3034,2321,1728,6350
2357,2018,0,2,2791,4453,6002,2505,3170,4532,6209,5523,749,2098,3646,1897,4185,3347,5341,4304,597,6078,2125,6103,1783,486,1339,1312,4150,5423,3750,2044,2843,6650,3230,2025,1111,1311,3363,374
2358,2018,1,2,6081,3906,3983,2168,1366,6286,3119,6194,3666,3612,6045,2664,845,3134,1310,751,6179,1594,6355,2718,4615,4397,5506,5685,2285,6168,4357,912,3760,3907,5114,4307,3409,4487,3871,1096
2359,2018,2,2,5459,2859,4043,6585,2830,3989,1602,1423,1906,1222,3694,4841,3304,2822,1151,3137,4908,5107,5711,441,3434,4946,4076,4705,2251,3768,307,1060,4685,3432,5699,3139,3872,6080,3247,2234
2360,2018,3,1,5684,820,5288,938,3965,2687,1547,3034,3522,1728,731,4070,4089,1640,2982,2549,2321,6350,5459,2859,4841,4043,6585,2830,3694,3989,1906,1222,4908,3304,407,2822,1151,1423,3137,5107
2361,2018,1,0,6110,362,728,2636,4969,1360,2978,3935,768,767,4930,1703,2583,5448,4205,34,1588,1430,2791,4453,6002,4185,1897,4532,5523,4304,3646,749,4154,5040,2505,6209,3347,2098,597,6078
2362,2018,0,1,6202,3436,2921,2435,1256,3515,709,6701,3299,5049,2851,506,2219,6033,5866,5968,5217,1605,6081,3376,3906,2168,1366,6286,3119,2664,1310,3612,6045,845,2173,524,3666,6179,751,1594
2363,2018,1,0,2125,107,1783,1339,6650,5423,2025,13,3750,2843,3363,4728,3230,4150,1311,2502,2044,374,546,534,4315,2945,6060,5479,966,3329,3039,3429,2584,6491,6261,747,183,5961,5183,1883
2364,2018,3,2,5711,441,3434,4946,4076,4705,2251,3768,307,6080,4685,3139,3432,3872,270,3247,1060,2234,1762,4830,5300,4038,1064,4020,1350,667,3359,634,4932,2075,5249,353,5784,3110,5159,4967
2365,2018,2,0,6355,2718,4615,4397,5506,3907,2285,3023,5114,4487,3760,6168,4307,5685,3409,4357,912,1096,5033,3664,1053,3372,5808,2350,5463,1210,1152,854,6124,4873,3537,2387,81,5458,949,3366
2366,2018,0,2,2019,154,2445,1769,4982,4486,5260,4395,88,4454,6401,652,5755,1296,4720,3109,5096,4156,498,5367,6176,3487,3580,4309,1812,5852,1378,4794,6141,5865,5493,4820,2816,4923,1235,6530
2367,2018,1,2,2367,5055,6273,2347,3216,1976,5140,1623,4466,814,5923,1503,3228,2956,469,6562,4482,245,4408,4842,3210,4698,3279,3211,1110,5930,2483,6014,3852,5741,566,2364,1855,1028,1574,6214
2368,2018,3,2,3219,1749,5421,5192,3099,2577,4909,5213,5330,6416,3128,505,6036,6517,639,5218,2878,2683,3991,5491,1168,1687,2078,4329,66,563,492,2979,3555,5520,900,2784,5943,4285,6729,4263
2369,2018,3,1,1949,1622,79,1573,3141,4719,627,2195,1738,5789,3117,6284,577,138,2066,4567,3954,4985,1791,4146,2835,2841,1921,6213,5929,1216,2701,4976,4130,1903,5997,2670,3147,886,6712,1354
2370,2018,0,2,6355,2718,4615,4397,5506,5685,2285,3023,3907,912,4487,6168,4307,5114,3409,3871,4357,1096,1949,5794,79,1573,3141,2066,2195,4719,5789,1738,3117,1622,577,627,4567,3954,5659,4985
2371,2018,3,1,3991,5943,6136,563,915,900,1687,66,5520,2979,4285,5491,3330,3555,2784,4329,6729,4263,546,534,4315,2945,6060,5479,3329,3039,747,2584,5961,3573,6261,6491,5183,183,2904,1883
2372,2018,2,0,5033,1297,3664,1053,1210,3537,5463,2350,1152,81,6124,4873,3372,854,5808,5458,949,3366,2367,5055,6273,2347,3216,1623,4466,814,469,4482,6562,1503,3228,1976,5140,2956,5923,245
2373,2018,0,1,4408,4842,3210,4698,3279,3211,1110,5930,2483,6014,3852,1302,5916,2364,1855,1028,1574,6214,2791,4453,6002,4185,3170,5341,4532,5523,4304,4154,3646,1897,2505,749,6209,2098,597,6078
2374,2018,1,3,6202,3436,2921,2435,6701,1256,709,3299,5049,5866,110,506,2219,2851,3392,5968,5217,1605,3219,1749,5421,5192,3099,4909,2577,5213,5330,6416,3128,2527,2093,3114,2878,3362,5218,2683
2375,2018,2,3,5684,820,5288,938,3965,3034,4070,2687,2549,1728,731,823,1640,4089,2321,3522,2982,6350,6110,362,5418,2636,4969,1360,3935,1703,767,768,4626,5448,2583,4205,5881,34,4930,1430
2376,2018,0,0,6081,2664,3376,3906,845,3666,3119,6286,1366,3612,6045,6194,3983,2173,1310,751,6179,1594,2019,154,2445,1769,652,5260,4395,4982,4486,6401,88,5796,4175,4720,4454,3109,5096,4156
2377,2018,0,2,498,5367,6176,3487,3580,4309,1812,5852,1378,4794,6141,5493,5865,4820,2816,1235,4923,6530,5711,441,3434,4946,4076,4705,723,3768,307,6080,4685,3139,3432,270,2251,3247,1060,2234
2378,2018,1,5,1762,4830,5300,4038,5106,4020,1350,667,3359,634,4932,2075,5249,5784,353,3110,5159,4967,1791,1921,2841,1903,3058,5929,1216,2670,4976,2701,6712,2835,6213,1052,216,886,3147,1354
2379,2018,2,6,5459,2859,4043,4841,2830,2822,3989,1423,1906,3694,4908,6585,3304,1222,407,3137,4001,5107,2125,107,5569,1783,1339,4150,5423,1311,3750,2044,3363,3230,4504,6650,13,2025,2843,374
2380,2018,1,1,2019,154,2445,1769,652,5260,4395,4982,4454,6401,88,5796,4486,4175,2753,5096,3109,4156,6355,2718,4615,4397,5506,3907,5685,3023,5114,912,4487,6287,6168,2285,3409,3871,4357,1096
2381,2018,1,5,546,6491,2945,6060,6261,5479,3329,3039,747,183,2584,4315,534,935,5961,5183,2904,1883,5459,6585,4043,4841,2859,1906,3989,2830,1423,1222,4908,3243,3304,2822,1602,4001,3694,5107
2382,2018,0,0,6110,362,5418,2636,4969,1360,2978,3935,768,4626,767,5448,2583,1703,4205,1588,4930,1430,1762,2075,4830,5300,4038,1064,353,667,5784,1350,5249,5106,4020,3359,634,783,5159,4967
2383,2018,2,1,2791,4453,6002,4185,3170,5341,4532,5523,4304,4154,3646,5040,2505,6209,3347,749,597,6078,5684,823,4070,938,3965,1640,3034,2687,2549,2982,731,820,5288,2077,4089,3522,2321,6350
2384,2018,4,0,1949,4921,79,1573,3141,627,2066,4567,5789,4719,3117,1622,1738,577,2195,5659,3954,4985,6081,6194,3983,3906,845,3666,2173,1366,1310,6179,751,2664,3376,3134,524,3612,6045,1594
2385,2018,3,1,1791,6213,2841,1903,3058,1052,1216,886,2670,4976,2701,2835,1921,3147,5929,2091,216,1354,6202,2219,3436,2921,2435,6701,709,5968,5049,5866,2851,3299,506,1256,3515,5217,110,1605
2386,2018,5,0,2125,3230,4504,1783,6650,5423,4150,2843,1311,2044,3363,5569,107,1339,13,2025,2502,374,5033,1297,3664,1053,1210,5463,3537,2350,1152,854,81,3372,4873,5808,6124,949,5458,3366
2387,2018,1,1,2367,5055,2378,6273,3216,814,5140,1623,4466,4482,5923,3228,1503,2956,1976,469,6562,1952,3991,5491,6136,1168,915,1687,4329,66,5520,2979,4285,900,5943,3555,6005,2784,6729,4263
2388,2018,1,2,5711,441,3434,4946,4076,4705,723,3768,307,6080,4685,3139,3432,270,2251,1060,3247,2234,4408,4842,3210,4698,3279,3211,1110,5930,2483,6014,3852,1302,5741,1855,2364,1574,3184,6214
2389,2018,1,2,3219,1749,5421,5192,3099,3114,4909,5213,5330,6416,3128,2527,2093,6036,497,2878,5218,2683,498,4794,3487,5493,5865,2816,5852,4820,4309,1378,1292,3580,584,1812,4923,1235,6530,
2400,2018,1,0,1952,5055,2378,2347,3216,814,5140,1623,4466,4482,6562,6273,1503,2956,706,5923,469,245,5459,6585,4043,4841,2859,3989,1602,2830,1423,1222,3694,3304,3243,2822,1906,4908,4001,5107
2401,2018,1,0,2019,154,2445,1769,652,5260,4395,4982,4486,5096,6401,5796,88,1296,2753,4454,3109,4156,6202,3436,2921,2435,6701,3515,709,2219,3299,5049,110,506,1256,5866,3392,5968,2851,1605
2402,2018,0,1,2791,4453,1891,4185,3170,4532,5523,4304,3646,749,4154,5040,1897,3347,6209,2098,597,6078,1762,4830,5300,4038,5106,4020,1350,667,3359,634,4932,2075,1064,353,5249,5784,5159,4967
2403,2018,1,3,2125,107,5569,1783,1339,4150,5423,1311,3750,2044,3363,4504,3230,6650,1111,2025,2843,374,6355,2718,4615,4397,5506,4307,2285,3023,912,3409,4487,6168,5114,5685,3907,3871,4357,1096
2404,2018,1,1,5711,3192,3432,4946,3139,2251,723,585,307,6080,1060,1484,4076,270,4705,3768,4685,2234,6081,6194,3983,3906,845,3666,3612,2173,1366,3119,6045,3376,2664,4824,524,6179,751,1594
2405,2018,5,1,1949,4921,79,1573,3141,627,2195,4567,5789,4719,3117,1622,577,2066,1738,3954,5659,4985,3991,5491,4067,6136,915,4329,1687,5943,2784,3555,2979,3330,1168,66,900,6005,4285,4263
2406,2018,0,1,6110,362,5418,2636,4969,1360,3935,2978,767,1703,4626,2583,5448,768,4205,4930,1588,3577,4408,4842,3210,4698,3279,3211,1110,1855,3852,1574,6014,5916,566,5741,5930,1409,2228,6214
2407,2018,2,0,1883,534,2945,6060,5479,935,3329,3039,2904,2584,5961,6261,3573,4315,747,183,5183,546,498,4794,3487,5493,5865,4309,1812,5852,1378,4424,1292,3580,584,2816,4820,4923,1235,6530
2408,2018,1,3,3219,2527,2093,1749,5213,2577,4909,3114,6036,497,2878,5421,3099,5330,6416,3128,5218,2683,5684,823,2926,938,4089,2687,1547,2077,3522,2982,2549,820,5288,4070,731,2321,1728,6350
2409,2018,4,1,1791,1921,2835,2841,3058,5929,1216,4976,2670,6712,2701,1903,4146,216,886,3147,4130,1354,5033,3664,1053,1210,3537,2350,1152,5808,4873,6124,81,3372,4029,854,5463,949,5458,3366
2410,2018,0,1,5459,221,4043,4841,2830,3989,1602,1423,1906,3694,4908,6585,2859,3304,1222,2822,3137,5107,2791,5040,2505,4185,3170,5341,4532,5523,3347,4154,4453,1897,1891,749,4304,3646,597,6078
2411,2018,4,1,3991,4067,6136,1168,5943,66,1687,915,3555,2979,4285,3330,5491,2784,4329,900,6729,4263,2019,154,5796,1769,652,4486,1296,4982,2753,6401,88,5672,4720,4395,3109,5096,4454,4156
2412,2018,0,3,1762,4830,5300,4038,5106,4020,4932,667,3359,634,5249,1064,2075,1350,5784,5159,783,4967,2125,107,5569,1783,6650,4150,5423,1311,3750,2044,3363,4504,3230,1339,2843,2025,2502,374
2413,2018,3,3,5033,1152,3664,1053,1210,3537,4362,5463,854,81,6124,3372,4873,2350,5808,5458,949,3366,5711,441,3432,4946,4076,4705,723,3768,307,6080,4685,1484,3139,270,2251,585,1060,2234
2414,2018,0,0,4408,4842,3210,4698,3279,3211,1110,1855,3852,2228,6014,5741,5916,566,1409,2364,1028,6214,2683,3099,1749,5421,5192,2241,5330,4909,6036,6416,3128,2093,2527,497,3490,2878,5218,3219
2415,2018,1,2,6202,6701,3436,2921,2435,3515,709,5968,5049,5866,110,3299,2219,506,1256,3392,2851,1605,1883,534,2945,6060,5479,935,3329,3039,2904,5961,2584,4315,6491,747,3429,183,5183,546
2416,2018,2,2,498,5367,3487,5493,5865,4309,2816,5852,1378,4923,4424,3580,4820,701,4794,1812,1292,6530,1952,5055,2378,2347,3216,814,5140,1623,4466,4482,5923,6273,1503,2956,1976,6562,469,245
2417,2018,0,2,6355,2718,4615,4397,5506,3907,5685,3023,4357,4487,3409,6168,2285,5114,4307,3871,912,1096,6110,362,5418,2636,4969,2978,3935,1360,767,4930,4626,1703,2583,728,768,5881,1588,3577
2418,2018,0,2,6081,6194,3376,3906,845,3666,3612,2173,1366,3119,6045,4581,2664,4824,1310,751,6179,1594,1791,5997,2841,1903,3058,5929,1216,886,2670,6712,2701,1921,4146,4976,1052,4130,1899,1354
2419,2018,2,1,5684,823,4070,2926,938,2687,1547,2077,2549,2982,731,820,5288,3034,1640,3522,1728,6350,1949,4921,79,1573,3141,627,2066,5794,3117,5789,4719,6284,1738,577,2195,4567,3954,4985
2420,2018,1,0,498,5367,3487,5493,5865,1812,5852,4794,701,1378,4424,3580,4309,4820,2816,4923,1292,6530,3991,4067,6136,1168,5943,66,1687,915,2979,3555,4285,563,2078,5491,2784,4329,6729,4263
2421,2018,0,1,1952,5055,2378,2347,1503,814,5140,1623,4466,4482,5923,3228,6273,2956,6381,1976,6562,245,1949,4921,2195,1573,3141,627,2066,4567,5789,4719,3117,1141,6284,138,5794,1738,5659,4985
2422,2018,2,1,1883,534,2945,6060,5479,747,3329,3039,2904,5961,2584,6491,6261,4315,2882,183,5183,546,2019,154,5796,1769,652,5260,4395,4982,88,6401,2753,4744,1296,5755,4486,5096,3109,4156
2423,2018,0,0,1762,4830,5300,4038,1064,4020,5159,667,3359,1350,4932,5106,2075,5249,5784,634,3057,4967,6202,6701,3436,2921,2219,4205,3515,709,5968,5049,110,506,2435,2014,3299,5866,2851,1605
