Initial Year,Rank,Player,Club,Nationality,Stat
2019,22,David de Gea,-,Spain,3
2019,22,Rui Patrício,-,Portugal,3
2019,22,David de Gea,-,Spain,3
2019,22,Rui Patrício,-,Portugal,3
2019,22,David de Gea,-,Spain,3
2019,22,Rui Patrício,-,Portugal,3
2019,22,David de Gea,-,Spain,3
2019,22,Rui Patrício,-,Portugal,3
2019,22,David de Gea,-,Spain,3
2019,22,Rui Patrício,-,Portugal,3
2019,22,David de Gea,-,Spain,3
2019,22,Rui Patrício,-,Portugal,3
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,24,Willy Caballero,-,Argentina,2
2019,24,Roberto Jiménez,-,Spain,2
2019,24,Emiliano Martínez,-,Argentina,2
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2019,27,Wayne Hennessey,-,Wales,1
2019,27,Hugo Lloris,Tottenham Hotspur,France,1
2019,27,Michael McGovern,-,Northern Ireland,1
2019,27,Darren Randolph,West Ham United,Ireland,1
2018,1,Ben Foster,-,England,32
2018,2,Neil Etheridge,-,Philippines,19
2018,3,Hugo Lloris,Tottenham Hotspur,France,18
2018,4,Alisson Becker,Liverpool,Brazil,17
2018,4,Ederson,Manchester City,Brazil,17
2018,6,Martin Dúbravka,Newcastle United,Slovakia,16
2018,7,Jordan Pickford,Everton,England,15
2018,8,Tom Heaton,-,England,14
2018,9,Bernd Leno,-,Germany,12
2018,10,Kepa,-,Spain,9
2018,10,Jonas Lössl,-,Denmark,9
2018,10,Sergio Rico,-,Spain,9
2018,13,Asmir Begovic,-,Bosnia & Herzegovina,8
2018,14,Kasper Schmeichel,-,Denmark,7
2018,15,Lukasz Fabianski,West Ham United,Poland,6
2018,15,Angus Gunn,-,Scotland,6
2018,15,Alex McCarthy,-,England,6
2018,18,Marcus Bettinelli,-,England,5
2018,18,David de Gea,-,Spain,5
2018,18,Joe Hart,-,England,5
2018,18,Wayne Hennessey,-,Wales,5
2018,22,Artur Boruc,-,Poland,4
2018,23,Fabri,-,Spain,3
2018,23,Petr Cech,-,Czech Republic,3
2018,23,Vicente Guaita,-,Spain,3
2018,26,Rui Patrício,-,Portugal,2
2018,26,Mathew Ryan,-,Australia,2
2018,26,Mark Travers,Bournemouth,Ireland,2
2018,29,David Button,-,England,1
2018,29,Joel Coleman,-,England,1
2018,29,Paulo Gazzaniga,-,Argentina,1
2018,29,Ben Hamer,-,England,1
2018,29,Michel Vorm,-,Netherlands,1
2017,1,Ederson,Manchester City,Brazil,40
2017,2,Hugo Lloris,Tottenham Hotspur,France,37
2017,3,Jack Butland,-,England,27
2017,4,Nick Pope,Burnley,England,26
2017,5,Jonas Lössl,-,Denmark,25
2017,5,Kasper Schmeichel,-,Denmark,25
2017,7,Petr Cech,-,Czech Republic,22
2017,8,Wayne Hennessey,-,Wales,17
2017,9,Ben Foster,-,England,16
2017,9,Jordan Pickford,-,England,16
2017,11,Adrián,-,Spain,15
2017,12,Heurelho Gomes,-,Brazil,14
2017,13,Loris Karius,Liverpool,Germany,13
2017,14,Thibaut Courtois,-,Belgium,12
2017,14,Simon Mignolet,-,Belgium,12
2017,16,Asmir Begovic,-,Bosnia & Herzegovina,11
2017,17,Robert Elliot,-,Ireland,10
2017,17,Lukasz Fabianski,Swansea City,Poland,10
2017,19,Martin Dúbravka,-,Slovakia,7
2017,19,Joe Hart,-,England,7
2017,21,David de Gea,-,Spain,6
2017,22,Orestis Karnezis,-,Greece,5
