Initial Year,Rank,Player,Club,Nationality,Stat
2009,3,Robert Green,-,England,31
2009,4,Joe Hart,-,England,28
2009,4,Paul Robinson,-,England,28
2009,6,Jussi Jääskeläinen,-,Finland,26
2009,7,Shay Given,-,Ireland,23
2009,8,Petr Cech,-,Czech Republic,22
2009,9,Chris Kirkland,-,England,21
2009,10,Brad Friedel,-,United States,18
2009,10,Pepe Reina,-,Spain,18
2009,12,Mark Schwarzer,-,Australia,17
2009,12,Thomas Sørensen,-,Denmark,17
2009,12,Edwin van der Sar,-,Netherlands,17
2009,15,Wayne Hennessey,-,Wales,16
2009,15,Boaz Myhill,-,Wales,16
2009,17,Heurelho Gomes,-,Brazil,15
2009,17,Tim Howard,-,United States,15
2009,19,Craig Gordon,-,Scotland,13
2009,20,Matt Duke,-,England,12
2009,21,Marton Fülöp,-,Hungary,11
2009,22,Marcus Hahnemann,-,United States,8
2009,22,Vito Mannone,-,Italy,8
2009,24,Ben Foster,-,England,7
2009,25,Tomasz Kuszczak,-,Poland,6
2009,26,Carlo Cudicini,-,Italy,5
2009,26,Lukasz Fabianski,-,Poland,5
2009,28,Asmir Begovic,-,Bosnia & Herzegovina,4
2009,28,David James,-,England,4
2009,30,Steve Simonsen,-,England,3
2009,30,Ross Turnbull,-,England,3
2009,32,Jamie Ashdown,-,England,2
2009,32,Diego Penny,-,Peru,2
2009,32,Mike Pollitt,-,England,2
2009,32,Vladimir Stojkovic,-,Serbia,2
2009,32,Maik Taylor,-,Northern Ireland,2
